symbol	name	alternative_symbols	stable_id	version	unversioned_stable_id	type	so_term	genome_uuid	metadata_name_accession_id	metadata_name_value	metadata_name_url	metadata_name_source_id	metadata_name_source_name	metadata_name_source_description	metadata_name_source_url	metadata_name_source_release	slice_region_assembly_accession_id	slice_region_assembly_organism_scientific_name	slice_region_assembly_organism_species_taxon_id	slice_region_name	slice_region_topology	slice_region_sequence_checksum	slice_location_end	slice_location_length	slice_location_start	slice_strand_code	slice_strand_value
Cd4	CD4 antigen	['L3T4', 'Ly-4']	ENSMUSG00000023274.15	15	ENSMUSG00000023274	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:88335	CD4 antigen	http://www.informatics.jax.org/accession/MGI:88335	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	6	linear	314397656eb3d25aaa70d407df67c6a8	124865184	23530	124841655	reverse	-1
Cd8a	CD8 subunit alpha	['Ly-2', 'Ly-35', 'Ly-B', 'Lyt-2']	ENSMUSG00000053977.14	14	ENSMUSG00000053977	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:88346	CD8 subunit alpha	http://www.informatics.jax.org/accession/MGI:88346	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	6	linear	314397656eb3d25aaa70d407df67c6a8	71356157	5747	71350411	forward	1
Ifng	interferon gamma	['Ifg', 'IFN-gamma']	ENSMUSG00000055170.5	5	ENSMUSG00000055170	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:107656	interferon gamma	http://www.informatics.jax.org/accession/MGI:107656	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	10	linear	cc1e9a05f16cacc4955f56bd0f579267	118281797	4847	118276951	forward	1
Il6	interleukin 6	['Il-6']	ENSMUSG00000025746.12	12	ENSMUSG00000025746	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:96559	interleukin 6	http://www.informatics.jax.org/accession/MGI:96559	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	5	linear	ded8e8ee2aae6a3e8c081e1a7c2e7c26	30224979	6868	30218112	forward	1
Tnf	tumor necrosis factor	['DIF', 'TNF alpha', 'TNF-alpha', 'Tnfa', 'TNFalpha', 'Tnfsf1a', 'tumor necrosis factor-alpha']	ENSMUSG00000024401.15	15	ENSMUSG00000024401	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:104798	tumor necrosis factor	http://www.informatics.jax.org/accession/MGI:104798	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	17	linear	ca46671b6cafa344dddca2e6b0db0991	35420983	2627	35418357	reverse	-1
Egfr	epidermal growth factor receptor	['9030024J15Rik', 'avian erythroblastic leukemia viral (v-erb-b) oncogene homolog', 'Erbb', 'Errb1', 'Wa5']	ENSMUSG00000020122.17	17	ENSMUSG00000020122	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:95294	epidermal growth factor receptor	http://www.informatics.jax.org/accession/MGI:95294	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	11	linear	227171e89d468ee817a7fb0ccaba38cd	16868158	165956	16702203	forward	1
Fgfr1	fibroblast growth factor receptor 1	['Eask', 'Fgfr-1', 'FGFR-I', 'Flt-2', 'Fr1', 'Hspy']	ENSMUSG00000031565.20	20	ENSMUSG00000031565	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:95522	fibroblast growth factor receptor 1	http://www.informatics.jax.org/accession/MGI:95522	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	8	linear	33a6d892dcc698e5af446bd3cce98d61	26065734	62065	26003670	forward	1
Kras	Kirsten rat sarcoma viral oncogene homolog	['K-ras', 'Ki-ras', 'Kras-2', 'Kras2']	ENSMUSG00000030265.15	15	ENSMUSG00000030265	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:96680	Kirsten rat sarcoma viral oncogene homolog	http://www.informatics.jax.org/accession/MGI:96680	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	6	linear	314397656eb3d25aaa70d407df67c6a8	145195965	33541	145162425	reverse	-1
Nras	neuroblastoma ras oncogene	['N-ras']	ENSMUSG00000027852.15	15	ENSMUSG00000027852	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:97376	neuroblastoma ras oncogene	http://www.informatics.jax.org/accession/MGI:97376	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	3	linear	2399e48fe19b768e0738efcedbc04b7a	102975230	9630	102965601	forward	1
Myc	myelocytomatosis oncogene	['bHLHe39', 'c-myc', 'Myc2', 'Niard', 'Nird']	ENSMUSG00000022346.18	18	ENSMUSG00000022346	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:97250	myelocytomatosis oncogene	http://www.informatics.jax.org/accession/MGI:97250	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	15	linear	99f61c36433d8fc45bd265cffa4be357	61862223	4984	61857240	forward	1
Trp53	transformation related protein 53	['p44', 'p53']	ENSMUSG00000059552.14	14	ENSMUSG00000059552	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:98834	transformation related protein 53	http://www.informatics.jax.org/accession/MGI:98834	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	11	linear	227171e89d468ee817a7fb0ccaba38cd	69482699	11515	69471185	forward	1
Stat3	signal transducer and activator of transcription 3	['1110034C02Rik', 'Aprf']	ENSMUSG00000004040.17	17	ENSMUSG00000004040	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:103038	signal transducer and activator of transcription 3	http://www.informatics.jax.org/accession/MGI:103038	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	11	linear	227171e89d468ee817a7fb0ccaba38cd	100830366	54443	100775924	reverse	-1
Jak2	Janus kinase 2	['C81284']	ENSMUSG00000024789.14	14	ENSMUSG00000024789	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:96629	Janus kinase 2	http://www.informatics.jax.org/accession/MGI:96629	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	19	linear	96b19db237dfb928d0695a3b366acf40	29290480	61253	29229228	forward	1
Mapk1	mitogen-activated protein kinase 1	['9030612K14Rik', 'Erk2', 'MAPK2', 'p42mapk', 'Prkm1']	ENSMUSG00000063358.18	18	ENSMUSG00000063358	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:1346858	mitogen-activated protein kinase 1	http://www.informatics.jax.org/accession/MGI:1346858	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	16	linear	8d8e220195ef6f4b400548600131d0d6	16865317	64072	16801246	forward	1
Akt1	thymoma viral proto-oncogene 1	['Akt', 'PKB', 'PKB/Akt', 'PKBalpha']	ENSMUSG00000001729.15	15	ENSMUSG00000001729	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:87986	thymoma viral proto-oncogene 1	http://www.informatics.jax.org/accession/MGI:87986	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	12	linear	b0f91aa89b888e3c1f29263818b02210	112641318	21064	112620255	reverse	-1
Ctnnb1	catenin beta 1	['beta catenin', 'beta-catenin', 'catenin (cadherin associated protein), beta 1', 'Catnb']	ENSMUSG00000006932.18	18	ENSMUSG00000006932	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:88276	catenin beta 1	http://www.informatics.jax.org/accession/MGI:88276	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	9	linear	dce50387ea191577d2f47408be52d093	120789573	31292	120758282	forward	1
Vegfa	vascular endothelial growth factor A	['Vegf', 'VEGF-A', 'VEGF120', 'VEGF164', 'VEGF188', 'VPF']	ENSMUSG00000023951.19	19	ENSMUSG00000023951	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:103178	vascular endothelial growth factor A	http://www.informatics.jax.org/accession/MGI:103178	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	17	linear	ca46671b6cafa344dddca2e6b0db0991	46343295	15377	46327919	reverse	-1
Nos3	nitric oxide synthase 3, endothelial cell	['2310065A03Rik', 'ecNOS', 'eNOS', 'Nos-3']	ENSMUSG00000028978.13	13	ENSMUSG00000028978	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:97362	nitric oxide synthase 3, endothelial cell	http://www.informatics.jax.org/accession/MGI:97362	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	5	linear	ded8e8ee2aae6a3e8c081e1a7c2e7c26	24589472	19665	24569808	forward	1
Ptprc	protein tyrosine phosphatase receptor type C	['B220', 'CD45', 'Ly-5', 'Lyt-4', 'T200']	ENSMUSG00000026395.17	17	ENSMUSG00000026395	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:97810	protein tyrosine phosphatase receptor type C	http://www.informatics.jax.org/accession/MGI:97810	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	1	linear	ebdcb59bd671b01de5a67d9803f500ea	138103446	112848	137990599	reverse	-1
Lrp1	low density lipoprotein receptor-related protein 1	['A2mr', 'b2b1554Clo', 'CD91']	ENSMUSG00000040249.16	16	ENSMUSG00000040249	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:96828	low density lipoprotein receptor-related protein 1	http://www.informatics.jax.org/accession/MGI:96828	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	10	linear	cc1e9a05f16cacc4955f56bd0f579267	127457017	82988	127374030	reverse	-1
Flt1	FMS-like tyrosine kinase 1	['Flt-1', 'sFlt1', 'vascular endothelial growth factor receptor-1', 'VEGFR-1', 'VEGFR1']	ENSMUSG00000029648.14	14	ENSMUSG00000029648	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:95558	FMS-like tyrosine kinase 1	http://www.informatics.jax.org/accession/MGI:95558	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	5	linear	ded8e8ee2aae6a3e8c081e1a7c2e7c26	147662821	164408	147498414	reverse	-1
Tek	TEK receptor tyrosine kinase	['Cd202b', 'Hyk', 'tie-2', 'Tie2']	ENSMUSG00000006386.16	16	ENSMUSG00000006386	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:98664	TEK receptor tyrosine kinase	http://www.informatics.jax.org/accession/MGI:98664	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	4	linear	c998850568fb66c8a0438a521965bf9a	94763213	135688	94627526	forward	1
Cdh1	cadherin 1	['E-cad', 'E-cadherin', 'Ecad', 'L-CAM', 'UM', 'uvomorulin']	ENSMUSG00000000303.14	14	ENSMUSG00000000303	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:88354	cadherin 1	http://www.informatics.jax.org/accession/MGI:88354	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	8	linear	33a6d892dcc698e5af446bd3cce98d61	107396878	66896	107329983	forward	1
Itgb1	integrin beta 1 (fibronectin receptor beta)	['4633401G24Rik', 'beta1 integrin', 'CD29', 'Fnrb', 'Gm9863']	ENSMUSG00000025809.16	16	ENSMUSG00000025809	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:96610	integrin beta 1 (fibronectin receptor beta)	http://www.informatics.jax.org/accession/MGI:96610	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	8	linear	33a6d892dcc698e5af446bd3cce98d61	129459681	47547	129412135	forward	1
Smad3	SMAD family member 3	['Madh3', 'Smad 3']	ENSMUSG00000032402.13	13	ENSMUSG00000032402	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:1201674	SMAD family member 3	http://www.informatics.jax.org/accession/MGI:1201674	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	9	linear	dce50387ea191577d2f47408be52d093	63665276	111228	63554049	reverse	-1
